"","Estimate","Est.Error","Q2.5","Q97.5","Glottocode","Verb_final","Free_word_order","Nominal_case","AUTOTYP_area","Longitude","Latitude","Glottocode2"
"cher1273",0.0706086079012823,0.132436903764917,2.97796739038241e-05,0.502142422359064,"cher1273","0","1","0","E North America",-83.163,35.4664,"cher1273"
"yuch1247",0.142494265915559,0.209589972215086,6.40733774070786e-05,0.775758850290889,"yuch1247","1","1","0","E North America",-86.75,35.75,"yuch1247"
"achi1256",0.0338873021117036,0.0704158383254829,2.80554642707332e-05,0.248360484526078,"achi1256","0","0","0","Mesoamerica",-90.3513,15.073,"achi1256"
"kich1262",0.0339432734849036,0.0706205475562303,3.10890650305356e-05,0.24928554251065,"kich1262","0","0","0","Mesoamerica",-91.1696,14.5278,"kich1262"
"kaqc1270",0.0354931291130566,0.0744878344645478,2.74850698402765e-05,0.257500781595652,"kaqc1270","0","0","0","Mesoamerica",-90.9881,14.4662,"kaqc1270"
"mamm1241",0.0359721139447085,0.0755343079748844,2.71990208237942e-05,0.260130819568628,"mamm1241","0","0","0","Mesoamerica",-91.7231,14.8034,"mamm1241"
"tekt1235",0.0354543868215958,0.0744168663764459,2.97083172536235e-05,0.262766249078425,"tekt1235","0","0","0","Mesoamerica",-92.1136,15.4599,"tekt1235"
"chuj1250",0.0328873831184085,0.0706032348233464,2.73182700829687e-05,0.244557334979737,"chuj1250","0","0","0","Mesoamerica",-91.76,15.8399,"chuj1250"
"tojo1241",0.0326617469574545,0.0701220683406018,2.8950543984506e-05,0.239142297614564,"tojo1241","0","0","0","Mesoamerica",-91.7825,16.2572,"tojo1241"
"moch1257",0.032067134296533,0.0690326468819889,2.92233468062412e-05,0.236466604005612,"moch1257","0","0","0","Mesoamerica",-92.1734,15.4538,"moch1257"
"popt1235",0.0292968493471878,0.0614929738409067,2.96243145207885e-05,0.209898157685905,"popt1235","0","0","0","Mesoamerica",-91.6633,15.6609,"popt1235"
"west2635",0.0292498345803386,0.0607141240223349,2.95257590967678e-05,0.209301004847966,"west2635","0","0","0","Mesoamerica",-91.8421,15.5932,"west2635"
"qanj1241",0.0294675616887592,0.0623074904508927,2.87352649032457e-05,0.215587130141096,"qanj1241","0","0","0","Mesoamerica",-91.3043,15.6846,"qanj1241"
"itza1241",0.0357753844378712,0.074515574455609,2.7334228770463e-05,0.266205092895744,"itza1241","0","0","0","Mesoamerica",-89.8734,17.0269,"itza1241"
"mopa1243",0.0355731356664443,0.0751374965286929,2.70554546689421e-05,0.25596240561735,"mopa1243","0","0","0","Mesoamerica",-89.0673,16.3533,"mopa1243"
"yuca1254",0.0381859336167924,0.0811949278040481,2.78455377196318e-05,0.284689141418389,"yuca1254","0","0","0","Mesoamerica",-88.9567,18.7757,"yuca1254"
"huas1242",0.06474098001157,0.125264974785839,3.92132930315817e-05,0.476178699267148,"huas1242","0","0","0","Mesoamerica",-98.5028,21.6153,"huas1242"
"pure1242",0.730844880901262,0.276231884622136,0.0866885877868579,0.999213974927369,"pure1242","1","0","1","Mesoamerica",-101.631,19.2467,"pure1242"
"alab1237",0.908694658180574,0.136928226466601,0.48732729082968,0.999836083344305,"alab1237","1","1","1","E North America",-94.62848,30.76738,"alab1237"
