"Name","Glottocode","Family_ID","AUTOTYP_area","Nominal_case","Verb_final","Free_word_order","Latitude","Longitude"
"Northeast Kiwai","nort2930","kiwa1251","S New Guinea","0","1","0",-7.39215,144.667
"Southern Cook Island Maori","raro1241","aust1307","Oceania","0","0","1",-21.23,-159.78
"Sikaiana","sika1261","aust1307","Oceania","0","0","1",-8.378194,162.72952
"Tetelcingo Nahuatl","tete1251","utoa1244","Mesoamerica","0","0","0",18.8854,-98.893
"Tigon Mbembe","tigo1236","atla1278","African Savannah","0","0","0",6.983995,10.70849
"Titan","tita1241","aust1307","N Coast New Guinea","0","0","0",-2.18168,146.888
"Tobelo","tobe1252","nort2923","Oceania","0","1","1",1.0946,128.154
"Warumungu","waru1265","pama1250","S Australia","1","1","1",-20.6479,134.375
"Welsh","wels1247","indo1319","Europe","0","0","1",52,-4
"Yale","yale1246",NA,"N Coast New Guinea","0","1","0",-3.79762,141.566
"Northern Yokuts","yoku1256","yoku1255","California","1","0","1",36.3167,-119.721
"Yuwaalaraay-Gamilaraay","gami1243","pama1250","S Australia","1","1","0",-29.9037,149.543
"Äiwoo","ayiw1239","aust1307","Oceania","0","0","1",-10.282595,166.328715
"Bimin","bimi1240","nucl1709","Interior New Guinea","0","1","0",-5.38732,142.04
"Cicipu","cici1237","atla1278","African Savannah","0","0","0",11.0417,5.54073
"Halia","hali1244","aust1307","Oceania","0","0","0",-5.26603,154.662
"Jalkunan","jalk1242","mand1469","African Savannah","0","1","0",10.5426,-5.21959
"Southern Jinghpaw","kach1280","sino1245","Southeast Asia","1","1","0",25.4634,97.3278
"Khezha Naga","khez1235","sino1245","Indic","1","1","1",25.7078,94.3114
"Lengo","leng1259","aust1307","Oceania","0","0","1",-9.56425,160.42
"Logo","logo1259","cent2225","S Africa","0","0","0",3.32608,29.8866
"Luyi","luya1241","atla1278","S Africa","0","0","0",-15.01,22.67
"Maba (Chad)","maba1277","maba1274","African Savannah","0","1","0",12.89147,20.8889
"Masbatenyo","masb1238","aust1307","Oceania","0","0","1",12.21453,123.63579
"Noone","noon1243","atla1278","African Savannah","0","0","0",6.37256,10.5707
"Pattani","patt1248","sino1245","Indic","1","1","1",32.6963,76.5966
"Puma","puma1239","sino1245","Indic","1","1","1",27.0774,86.838
"Rengao","reng1252","aust1305","Southeast Asia","0","0","1",14.456,107.9459
"Hawu","sabu1255","aust1307","Oceania","0","0","1",-10.5522,121.847
"Samba Leko","samb1305","atla1278","African Savannah","0","0","1",8.19236,11.7366
"Sholaga","shol1240","drav1251","Indic","1","1","1",11.9458,77.2211
"Southwestern Dargwa","sout3261","nakh1245","Greater Mesopotamia","1","0","1",41.977226,47.565486
"Termanu","term1237","aust1307","Oceania","0","0","0",-10.7326,123.169
"Tondi Songway Kiini","tond1249","song1307","African Savannah","0","1","0",15.262989,-2.816163
"Tonga (Tonga Islands)","tong1325","aust1307","Oceania","0","0","1",-21.17,-175.25
"Trumai","trum1247",NA,"NE South America","1","1","1",-11.8119,-53.5717
"Yanomamö","yano1261","yano1268","NE South America","1","1","0",1.67967,-64.8781
"Yecuatla Totonac","yecu1235","toto1251","Mesoamerica","0","0","1",20.1765,-96.8741
"Baraamu","bara1357","sino1245","Indic","1","1","0",28.3768,85.0584
"Bhojpuri","bhoj1244","indo1319","Indic","1","1","1",26.458455,84.817115
"Bonan","bona1250","mong1349","Inner Asia","1","1","1",35.515,102.01778
"Capanahua","capa1241","pano1259","NE South America","1","1","1",-6.63254,-74.3813
"Chippewa","chip1241","algi1248","E North America","0","0","1",47.347,-94.2738
"Chuj","chuj1250","maya1287","Mesoamerica","0","0","0",15.8399,-91.76
"Copala Triqui","copa1237","otom1299","Mesoamerica","0","0","0",17.1541,-97.9826
"Gilbertese","gilb1244","aust1307","Oceania","0","0","0",0.179,173.64
"Kumzari","kumz1235","indo1319","Indic","0","1","0",26.1602,56.4202
"Kunimaipa","kuni1267","goil1242","S New Guinea","0","1","0",-8.09371,146.908
"Gwama","kwam1249","koma1264","Greater Abyssinia","0","0","1",9.50836,34.2457
"Laz","lazz1240","kart1248","Greater Mesopotamia","1","1","0",41.5004,41.9096
"Mak (China)","makc1235","taik1256","Southeast Asia","0","0","1",25.5946,107.726
"Malgwa","malg1251","afro1255","African Savannah","0","0","0",11.77,13.61
"Moken","moke1242","aust1307","Southeast Asia","0","0","1",10.1474,98.6765
"Mokilese","moki1238","aust1307","Oceania","0","0","1",6.65651,159.776
"Nimboran","nucl1633","nimb1257","N Coast New Guinea","0","1","0",-2.5803,140.179
"Orokaiva","orok1269","nucl1709","S New Guinea","1","1","0",-8.79019,148.09
"San Martín Quechua","sanm1289","quec1387","NE South America","1","1","1",-6.9582,-76.6608
"Shanenawa","shan1283","pano1259","NE South America","1","1","0",-8.00919,-73.3264
"Tigak","tiga1245","aust1307","N Coast New Guinea","0","0","0",-2.70951,150.893
"Tshangla","tsha1245","sino1245","Indic","1","1","1",27.3694,91.7741
"Turkic Khalaj","turk1303","turk1311","Greater Mesopotamia","1","0","0",34.42237,50.32223
"Ukrainian","ukra1253","indo1319","Inner Asia","1","0","1",49.796,29.945
"Zayse-Zergulla","zays1235","gong1255","Greater Abyssinia","1","1","0",5.83747,37.3409
"Abu' Arapesh","abua1245","nucl1708","N Coast New Guinea","0","0","0",-3.461612,142.917031
"Aguaruna","agua1253","jiva1245","NE South America","1","1","1",-5.30044,-77.9218
"Apatani","apat1240","sino1245","Indic","0","1","0",27.1933,93.7284
"Arbore","arbo1245","afro1255","Greater Abyssinia","1","0","0",4.92183,36.7986
"Ben Tey Dogon","bent1238","dogo1299","African Savannah","1","1","0",14.78,-2.94
"Camling","caml1239","sino1245","Indic","1","1","1",27.3371,86.7612
"Chang Naga","chan1313","sino1245","Southeast Asia","1","1","0",26.4336,94.9536
"Chiru","chir1283","sino1245","Southeast Asia","1","1","0",25.4643,94.4072
"Tsez","dido1241","nakh1245","Greater Mesopotamia","1","1","1",42.2646,45.8096
"Haka Chin","haka1240","sino1245","Southeast Asia","1","1","0",22.8735,92.8208
"Hunzib","hunz1247","nakh1245","Greater Mesopotamia","1","1","0",42.0808,46.1369
"Itonama","iton1250",NA,"NE South America","0","0","1",-12.80431,-64.35748
"Madi","jama1261","araw1282","NE South America","0","1","1",-7.62223,-66.5662
"Keley-i Kallahan","kele1259","aust1307","Oceania","0","0","0",16.7099,121.035
"Khakas","khak1248","turk1311","Inner Asia","1","1","0",50.73933,107.16939
"Kol (Cameroon)","kolc1235","atla1278","African Savannah","0","0","0",3.65994,12.8574
"Mixtepec Zapotec","mixt1426","otom1299","Mesoamerica","0","0","0",16.1724,-96.2372
"Mumuye","nucl1240","atla1278","African Savannah","0","0","0",8.90347,11.71545
"Nung (Myanmar)","nung1282","sino1245","Indic","0","1","0",27.2887,98.7333
"Pagibete","pagi1243","atla1278","S Africa","0","0","0",3.15636,22.1212
"Paulohi","paul1238","aust1307","Oceania","0","0","0",-3.25404,128.779
"Pipil","pipi1250","utoa1244","Mesoamerica","0","0","0",13.8931,-89.443
"East-Central Tangkhul Naga","tang1336","sino1245","Southeast Asia","1","1","0",25.0489,94.3567
"Tektiteko","tekt1235","maya1287","Mesoamerica","0","0","0",15.4599,-92.1136
"Thao","thao1240","aust1307","Oceania","0","0","1",23.8333,120.93
"Warembori","ware1253","aust1307","N Coast New Guinea","0","0","0",-1.65941,137.566
"Western Tamang","west2415","sino1245","Indic","1","0","1",28.0239,85.0563
"Yagua","yagu1244","peba1241","NE South America","1","0","0",-3.42913,-72.2186
"Yapese","yape1248","aust1307","Oceania","0","0","0",9.55811,138.125
"Witsuwit'en-Babine","babi1235","atha1245","Alaska-Oregon","0","1","0",55.0997,-126.41
"Blablanga","blab1237","aust1307","Oceania","0","0","1",-8.15058,159.419
"Central Nicobarese","cent1990","aust1305","Southeast Asia","0","0","0",7.94812,93.3921
"Chashan","chas1234","sino1245","Southeast Asia","0","1","1",26.1,98.75
"Girawa","gira1247","nucl1709","N Coast New Guinea","0","1","0",-5.35342,145.423
"Gofa","gofa1235","gong1255","Greater Abyssinia","1","1","0",6.57645,37.05
"Ibaloi","ibal1244","aust1307","Oceania","1","0","0",16.4263,120.695
"Jamsay Dogon","jams1239","dogo1299","African Savannah","0","1","0",14.1794,-2.57999
"Kgalagadi","kgal1244","atla1278","S Africa","0","0","0",-24.9208,22.72016
"Khwarshi-Inkhoqwari","khva1239","nakh1245","Greater Mesopotamia","1","1","0",42.2743,45.9977
"Kosarek Yale","kosa1249","nucl1709","Interior New Guinea","1","1","0",-4.06603,139.645
"Koyra Chiini Songhay","koyr1240","song1307","African Savannah","0","0","0",16.192,-3.73962
"Luvale","luva1239","atla1278","S Africa","0","0","1",-13.5382,22.2924
"Mato","mato1252","aust1307","N Coast New Guinea","0","0","0",-5.91639,146.859
"Mezontla Popoloca","mezo1235","otom1299","Mesoamerica","0","0","1",18.1442,-97.5879
"Mocoví","moco1246","guai1249","SE South America","0","0","0",-28.097,-60.4145
"Mullukmulluk","mull1237","nort1547","N Australia","1","1","1",-13.427,130.664
"Nend","nend1239","nucl1709","N Coast New Guinea","1","1","0",-5.04271,144.886
"Nengone","neng1238","aust1307","Oceania","0","0","1",-21.5305,167.964
"Pangasinan","pang1290","aust1307","Oceania","0","0","0",15.9377,120.365
"Ron","ronn1241","afro1255","African Savannah","0","0","0",9.3,9.02
"Sabanê","saba1268","namb1299","NE South America","1","1","1",-12.9857,-60.335
"Ura (Vanuatu)","urav1235","aust1307","Oceania","0","0","0",-18.6747,169.084
"Votic","voti1245","ural1272","Inner Asia","1","0","0",59.3802,28.6235
"War-Jaintia","warj1242","aust1305","Indic","0","0","1",25.1154,91.6266
"Alorese","alor1247","aust1307","Oceania","0","0","0",-8.20382,124.264
"Batak Toba","bata1289","aust1307","Southeast Asia","0","0","0",2.35498,99.1761
"Chadian Arabic","chad1249","afro1255","African Savannah","0","0","0",14.67,13.5
"Baure","baur1253","araw1281","NE South America","0","0","1",-13.61,-63.68
"Kakua","cacu1241","kaku1242","NE South America","1","1","0",0.88778,-69.5659
"Chechen","chec1245","nakh1245","Greater Mesopotamia","1","1","0",43.5,45.5
"Ili'uun","iliu1237","aust1307","Oceania","0","0","0",-7.84385,125.902
"Khaling","khal1275","sino1245","Indic","1","1","0",27.3912,87.5053
"Kháng","khan1274","aust1305","Southeast Asia","0","0","0",21.6624,103.736
"Koitabu","koit1244","koia1260","S New Guinea","1","1","0",-9.36877,147.079
"Koyraboro Senni Songhai","koyr1242","song1307","African Savannah","0","0","0",16.9634,-0.55187
"Makhuwa","makh1264","atla1278","S Africa","0","0","0",-14.8509,38.8052
"Mambai","mamb1294","atla1278","African Savannah","0","0","0",9.6121,14.0013
"Manggarai","mang1405","aust1307","Oceania","0","0","1",-8.55748,120.329
"Mayogo","mayo1261","atla1278","S Africa","0","0","0",2.79827,27.8282
"Mayo","mayo1264","utoa1244","Mesoamerica","1","1","0",26.4522,-108.981
"Mountain Koiali","moun1252","koia1260","S New Guinea","1","1","0",-9.06973,147.384
"Ngbaka Minagende","ngba1285","atla1278","S Africa","0","0","0",2.98887,18.994
"Sani","sani1269","sino1245","Southeast Asia","0","1","0",24.278,103.759
"Shawnee","shaw1249","algi1248","E North America","0","0","1",40,-83
"Siwi","siwi1239","afro1255","N Africa","0","0","0",29.200415,25.519627
"Takuu","taku1257","aust1307","Oceania","0","0","0",-4.773094,157.032085
"Tugun","tugu1245","aust1307","Oceania","0","0","0",-7.72555,126.7
"Bagirmi","bagi1246","cent2225","African Savannah","0","0","0",11.52392,14.769495
"Balinese","bali1278","aust1307","Southeast Asia","0","0","0",-8.35714,115.075
"Northern Gondi","nort2702","drav1251","Indic","1","1","1",18.1632,81.3842
"Ngarinman","ngar1235","pama1250","N Australia","1","0","1",-15.4661,130.651
"Bodo-Mech","bodo1269","sino1245","Indic","1","1","1",26.1,92
"Central Sierra Miwok","cent2140","miwo1274","California","1","0","1",38.0812,-120.257
"Cheke Holo","chek1238","aust1307","Oceania","0","0","0",-8.27055,159.625
"Cusco Quechua","cusc1236","quec1387","Andean","1","1","0",-14.0853,-71.7663
"Dagik","dagi1241","narr1279","African Savannah","0","0","0",10.583,29.9404
"Doromu-Koki","doro1266","manu1261","S New Guinea","0","1","0",-9.56687,147.986
"Guhu-Samane","guhu1244","nucl1709","S New Guinea","1","1","1",-7.99922,147.228
"Humburi Senni Songhay","humb1243","song1307","African Savannah","0","0","0",15.2948,-1.69301
"Ik","ikkk1242","kuli1252","S Africa","1","0","0",3.61407,34.2507
"Kafa","kafa1242","gong1255","Greater Abyssinia","0","1","0",7.34022,36.1718
"Khmu","khmu1256","aust1305","Southeast Asia","0","0","0",20.2463,101.671
"Lachi","lach1248","taik1256","Southeast Asia","0","0","0",22.8549,104.776
"Libyan Arabic","liby1240","afro1255","African Savannah","0","0","1",22.0032,15.0014
"Sunwadia","mari1426","aust1307","Oceania","1","0","0",-14.970047,168.057941
"Me'en","meen1242","surm1244","Greater Abyssinia","0","0","0",6.63207,35.6255
"Movima","movi1243",NA,"NE South America","0","0","0",-13.8115,-65.6348
"Moyon","moyo1238","sino1245","Southeast Asia","1","1","1",24.4793,94.3421
"North Saami","nort2671","ural1272","Inner Asia","1","0","1",68.725,22.1113
"Northern Emberá","nort2972","choc1280","Andean","1","1","0",7.12761,-77.574
"Limilngan","nucl1327","limi1242","N Australia","0","1","1",-12.4294,131.845
"Pangwa","pang1287","atla1278","S Africa","0","0","0",-9.96782,34.8039
"Rade","rade1240","aust1307","Southeast Asia","0","0","0",12.979,108.41
"Shwe Palaung","shwe1236","aust1305","Southeast Asia","0","0","0",23.6729,97.7972
"Southeastern Tepehuan","sout2976","utoa1244","Mesoamerica","1","0","0",23.1584,-103.983
"Standard Arabic","stan1318","afro1255","Greater Mesopotamia","1","0","0",27.9625,43.8525
"Tommo So Dogon","tomm1242","dogo1299","African Savannah","1","1","1",14.756,-3.28
"Urak Lawoi'","urak1238","aust1307","Southeast Asia","0","0","0",7.5258,99.0768
"Whitesands","whit1269","aust1307","Oceania","0","0","0",-19.5019,169.381
"Axi Yi","axiy1235","sino1245","Southeast Asia","0","1","0",24.6009,103.713
"Ayacucho Quechua","ayac1239","quec1387","Andean","1","1","0",-13.84714,-74.32246
"Belhariya","belh1239","sino1245","Indic","1","1","1",26.9972,87.2783
"Gardabani Bohtan Neo-Aramaic","boht1238","afro1255","Greater Mesopotamia","0","1","1",41.459,45.084
"Bolyu","boly1239","aust1305","Southeast Asia","0","0","0",24.7013,104.955
"Lomeriano-Ignaciano Chiquitano","chiq1248","chiq1253","NE South America","0","0","0",-16.769554,-61.817795
"Chrau","chra1242","aust1305","Southeast Asia","0","0","0",10.8021,107.293
"Coatlán Zapotec","coat1243","otom1299","Mesoamerica","0","0","1",16.1463,-96.7683
"Dumi","dumi1241","sino1245","Indic","1","1","0",27.45849,86.75699
"Egyptian Arabic","egyp1253","afro1255","N Africa","0","0","1",31,31
"Gogodala","gogo1265","suki1244","S New Guinea","0","1","1",-8.08527,142.874
"Ingush","ingu1240","nakh1245","Greater Mesopotamia","1","1","0",43.11,45.03
"Kaba","kaba1281","cent2225","African Savannah","0","0","0",7.64972,16.7344
"Melpa","melp1238","nucl1709","Interior New Guinea","1","1","1",-5.62644,144.34
"Mopán Maya","mopa1243","maya1287","Mesoamerica","0","0","0",16.3533,-89.0673
"Qimant","qima1242","afro1255","Greater Abyssinia","1","1","0",12.8119,37.0542
"Ratahan","rata1244","aust1307","Oceania","1","0","1",1.07592,124.858
"Sie","siee1239","aust1307","Oceania","0","0","0",-18.8181,169.166
"Southwest Tanna","sout2869","aust1307","Oceania","0","0","0",-19.57953,169.35603
"Southern Sierra Miwok","sout2985","miwo1274","California","1","0","1",38.2363,-120.507
"Timne","timn1235","atla1278","African Savannah","0","0","1",8.90294,-12.3331
"Adonara","adon1237","aust1307","Oceania","0","0","0",-8.32027,123.159
"Aromanian","arom1237","indo1319","Europe","1","0","0",40.616,21.2
"Awar","awar1249","lowe1437","N Coast New Guinea","0","1","0",-4.13554,144.836
"Barok","baro1253","aust1307","N Coast New Guinea","0","0","0",-3.47672,152.193
"Even","even1260","tung1282","Inner Asia","1","0","1",70.6687,130.914
"Bullom So","bull1247","atla1278","African Savannah","0","0","1",9,-13.16
"Godoberi","ghod1238","nakh1245","Greater Mesopotamia","1","1","1",42.7428,46.2252
"Havasupai-Walapai-Yavapai","hava1248","coch1271","Basin and Plains","1","1","0",35.6302,-113.385
"Honi","honi1244","sino1245","Southeast Asia","1","1","0",23.2074,101.886
"Iu Mien","iumi1238","hmon1336","Southeast Asia","0","0","0",20.83,101.17
"Oirad-Kalmyk-Darkhat","kalm1243","mong1349","Inner Asia","1","1","1",46.566667,45.316667
"Kryz","kryt1240","nakh1245","Greater Mesopotamia","1","1","0",41.1811,48.1846
"Liko","lika1243","atla1278","S Africa","0","0","0",2.13777,27.6088
"Lugbara","lugb1240","cent2225","S Africa","1","0","0",3.02245,30.8642
"Mehek","mehe1243","sepi1257","N Coast New Guinea","0","1","1",-3.70927,142.498
"Ngäbere","ngab1239","chib1249","Mesoamerica","1","1","0",8.8251,-82.3911
"San Blas Kuna","sanb1242","chib1249","Andean","0","1","0",9.15686,-78.3075
"Tabo","tabo1241",NA,"S New Guinea","0","1","0",-8.09387,143.305
"Teribe","teri1250","chib1249","Mesoamerica","0","1","0",9.067,-82.9631
"Ulwa","ulwa1239","misu1242","Mesoamerica","0","1","0",12.932292,-83.581467
"Umbu-Ungu","umbu1258","nucl1709","Interior New Guinea","1","1","1",-5.9513,143.97
"Vunjo","vunj1238","atla1278","S Africa","0","0","0",-3.42531,37.5847
"Wolane","wola1253","afro1255","Greater Abyssinia","1","1","0",8.23,38.14
"Achi","achi1256","maya1287","Mesoamerica","0","0","0",15.073,-90.3513
"Arop-Sissano","arop1242","aust1307","N Coast New Guinea","0","0","0",-3.06984,142.12
"Clatsop-Shoalwater Chinook","chin1286","chin1490","Basin and Plains","0","0","1",45.1729,-119.166
"Dadibi","dadi1250","tebe1251","S New Guinea","1","1","0",-6.65765,144.511
"Dupaninan Agta","dupa1235","aust1307","Oceania","1","0","0",17.3748,122.188
"Eastern Highland Otomi","east2556","otom1299","Mesoamerica","0","0","1",20.5991,-98.0978
"Emberá-Catío","embe1260","choc1280","Andean","1","1","0",7.52721,-76.7476
"Eastern-Southern Bontok","fina1242","aust1307","Oceania","1","0","0",17.0319,121.11
"Gants","gant1244","nucl1709","Interior New Guinea","0","1","0",-5.28113,144.771
"Garo","garo1247","sino1245","Indic","1","1","0",25.2954,90.462
"East Taa","huaa1248","tuuu1241","S Africa","0","0","0",-24.20022,20.79583
"Hula","hula1239","aust1307","S New Guinea","1","1","1",-9.99427,147.705
"Kalanga","kala1384","atla1278","S Africa","0","0","0",-21.2887,27.401
"Karok","karo1304",NA,"California","0","0","1",41.8228,-123.315
"Lagwan","lagw1237","afro1255","African Savannah","0","0","0",11.5592,14.9884
"Lele (Chad)","lele1276","afro1255","African Savannah","0","0","1",9.158,15.81149
"Lemerig","leme1238","aust1307","Oceania","0","0","0",-13.739697,167.420676
"Lowland Tarahumara","lowl1265","utoa1244","Mesoamerica","0","1","0",27.4623,-107.854
"Minangkabau","mina1268","aust1307","Southeast Asia","0","0","1",-0.896,100.44
"Nihali","niha1238",NA,"Indic","1","1","1",21.1886,76.3318
"Qawasqar","qawa1238","kawe1237","SE South America","0","1","0",-49.303195,-74.707536
"Salka-Tsishingini","tsis1238","atla1278","African Savannah","0","0","0",10.2882,5.11073
"Ulch","ulch1241","tung1282","N Coast Asia","1","1","1",51.85209,140.29045
"Wardaman","ward1246","yang1287","N Australia","1","0","1",-15.4155,132.604
"Western Apache","west2615","atha1245","Basin and Plains","0","1","1",33.8574,-110.123
"Wuding-Luquan Yi","wudi1238","sino1245","Southeast Asia","1","0","0",25.48,102.48
"Yonaguni","yona1241","japo1237","Oceania","1","1","1",24.44997,122.99075
"Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","zaca1241","utoa1244","Mesoamerica","0","0","0",20.0581,-97.8974
"Ama (Papua New Guinea)","amap1240","left1242","N Coast New Guinea","0","1","1",-4.20192,141.658
"Ongota","bira1253",NA,"Greater Abyssinia","0","1","0",5.29807,37.025
"Bribri","brib1243","chib1249","Mesoamerica","1","1","0",9.39794,-83.0539
"Chepang","chep1245","sino1245","Indic","1","1","0",27.7206,84.9017
"Isnag","isna1241","aust1307","Oceania","0","0","0",18.2139,121.16
"Koluwawa","kolu1245","aust1307","S New Guinea","0","1","1",-9.42742,150.462
"Kutep","kute1248","atla1278","African Savannah","0","0","0",7.07479,10.0916
"Ma'anyan","maan1238","aust1307","Southeast Asia","0","0","1",-2.1239,115.092
"Maco","maco1239","sali1297","NE South America","1","1","1",4.5621,-66.5813
"Majang","maja1242","surm1244","Greater Abyssinia","0","0","0",7.71,34.97
"Malavedan","mala1463","drav1251","Indic","1","1","1",8.85517,77.2038
"Mocho","moch1257","maya1287","Mesoamerica","0","0","0",15.4538,-92.1734
"Nhanda","nhan1238","pama1250","S Australia","1","0","1",-27.42523643,114.2680442
"North Levantine Arabic","nort3139","afro1255","Greater Mesopotamia","0","0","1",34.1709,36.0468
"Pima Bajo","pima1248","utoa1244","Mesoamerica","1","1","0",28.654,-108.326
"Rapanui","rapa1244","aust1307","Oceania","0","0","0",-27.113,-109.342
"Rotuman","rotu1241","aust1307","Oceania","0","0","0",-12.5008,177.066
"Sanaani Arabic","sana1295","afro1255","Greater Mesopotamia","0","0","0",15.6552,44.8412
"Maniq","tong1308","aust1305","Southeast Asia","0","0","1",6.88137,100.102
"Tulu","tulu1258","drav1251","Indic","1","1","1",12.8114,75.2651
"West Damar","west2548","aust1307","Oceania","0","0","1",-7.12065,128.585
"Xavánte","xava1240","nucl1710","NE South America","0","1","0",-14.3017,-52.4367
"Yeri","yapu1240","nucl1708","N Coast New Guinea","0","0","0",-3.47256,142.436
"Zabana","zaba1237","aust1307","Oceania","0","0","0",-7.74311,158.753
"Anufo","anuf1239","atla1278","African Savannah","0","0","0",10.2839,0.56021
"Awad Bing","awad1244","aust1307","N Coast New Guinea","0","1","0",-5.59896,146.355
"Border Kuna","bord1248","chib1249","Andean","0","1","0",7.92993,-77.1664
"Central Bai","cent2004","sino1245","Southeast Asia","0","0","0",26.1666,99.7052
"Standard Indonesian","indo1316","aust1307","Southeast Asia","0","0","0",-7.33458,109.716
"Ewe","ewee1241","atla1278","African Savannah","0","0","0",6.46061,0.814975
"Hixkaryána","hixk1239","cari1283","NE South America","0","0","0",-0.16265,-58.80153
"Hote","hote1245","aust1307","Interior New Guinea","0","0","0",-7.07708,146.869
"Jehai","jeha1242","aust1305","Southeast Asia","0","0","0",5.63695,101.541
"Kwegu","kweg1241","surm1244","Greater Abyssinia","0","0","1",5.40416,36.1702
"Lokaa","loka1252","atla1278","African Savannah","0","0","0",5.91483,8.0933
"Mbandja","mban1263","atla1278","S Africa","0","0","0",3.98003,19.4455
"Mískito","misk1235","misu1242","Mesoamerica","1","1","0",15.1576,-84.2942
"Nanggu","nang1262","aust1307","Oceania","0","0","1",-10.7441,165.887
"Nisga'a","nisg1240","tsim1258","Alaska-Oregon","0","0","0",55.199,-129.192
"Manat","payn1244","nucl1709","N Coast New Guinea","1","1","1",-4.94303,144.879
"Pinai-Hagahai","pina1252","piaw1238","Interior New Guinea","1","1","0",-5.12624,144.137
"Sa","saaa1241","aust1307","Oceania","0","0","0",-15.9534,168.228
"Sanga (Democratic Republic of Congo)","sang1331","atla1278","S Africa","0","0","0",-10.0236,26.8462
"She","shee1238","hmon1336","Southeast Asia","0","0","0",23.0399,114.814
"Sierra de Juárez Zapotec","sier1250","otom1299","Mesoamerica","0","0","1",17.4219,-96.6191
"Siksika","siks1238","algi1248","Basin and Plains","0","0","1",49.0669,-113.109
"Tezoatlán Mixtec","tezo1238","otom1299","Mesoamerica","0","0","0",17.6155,-97.9002
"Tswa","tswa1255","atla1278","S Africa","0","0","0",-22.9891,32.4287
"Yaqui","yaqu1251","utoa1244","Mesoamerica","1","1","0",29.9446,-110.681
"Zaniza Zapotec","zani1235","otom1299","Mesoamerica","0","0","0",16.6804,-97.2876
"Agutaynen","agut1237","aust1307","Oceania","0","0","1",10.5328,119.655
"Arop-Lokep","arop1243","aust1307","N Coast New Guinea","1","0","0",-5.31671,147.103
"Awetí","awet1244","tupi1275","NE South America","0","0","1",-12.381944,-53.391944
"Bahing","bahi1252","sino1245","Indic","1","1","1",27.3323,86.3949
"Dandami Maria","dand1238","drav1251","Indic","1","1","0",18.7475,81.3598
"Francisco León Zoque","fran1266","mixe1284","Mesoamerica","1","0","0",17.3654,-93.3633
"Hanga Hundi","hang1263","nduu1242","N Coast New Guinea","0","1","1",-3.90364,142.849
"Jina","jina1244","afro1255","African Savannah","0","0","0",11.3555,14.9611
"Kurrama","kurr1243","pama1250","S Australia","1","0","1",-22.2134,117.51
"Mono (USA)","mono1275","utoa1244","California","1","1","0",37.1935,-119.347
"Muduga","mudu1239","drav1251","Indic","1","1","1",11.062,76.5627
"Mundurukú","mund1330","tupi1275","NE South America","0","1","0",-8.41095,-57.691
"Monumbo","nucl1458","monu1249","N Coast New Guinea","0","1","0",-4.2717,144.95
"Pemon","pemo1248","cari1283","NE South America","1","1","0",4.97031,-61.4033
"Roviana","rovi1238","aust1307","Oceania","0","0","0",-8.20493,157.408
"S'gaw Karen","sgaw1245","sino1245","Southeast Asia","0","0","1",17.9872,97.7126
"Southern Bai","sout2730","sino1245","Southeast Asia","0","0","0",25.519,100.289
"Southern Gumuz","sout3236","gumu1250","Greater Abyssinia","1","0","1",9.98,35.51
"Tagabawa","taga1272","aust1307","Oceania","1","0","1",6.9712,125.175
"Tariana","tari1256","araw1281","NE South America","1","0","1",0.440205,-68.9042
"Tayart Tamajeq","taya1257","afro1255","African Savannah","1","0","0",16.9232,7.6743
"Totela","tote1238","atla1278","S Africa","0","0","1",-16.9575,24.3751
"Western Keres","west2632","kere1287","Basin and Plains","0","0","1",34.9733,-107.517
"Ata Manobo","atam1240","aust1307","Oceania","0","0","1",7.7789,125.499
"Aulua","aulu1238","aust1307","Oceania","0","0","0",-16.3579,167.697
"Bawm Chin","bawm1236","sino1245","Indic","0","1","1",22.4405233333,92.92553
"Central Aymara","cent2142","ayma1253","Andean","1","0","1",-17,-68.5
"Northern Gumuz","gumu1244","gumu1250","Greater Abyssinia","1","0","1",11.05,35.93
"Hup","hupd1244","nada1235","NE South America","1","1","0",0.58622,-69.8359
"Kalispel-Pend d'Oreille","kali1308","sali1255","Basin and Plains","0","0","1",47.5825,-114.19
"Karao","kara1487","aust1307","Oceania","1","0","0",16.5655,120.956
"Karitiâna","kari1311","tupi1275","NE South America","0","0","0",-9.37937,-64.1522
"Kikuyu","kiku1240","atla1278","S Africa","0","0","0",-0.29005,36.719
"Kwini","kwin1241","worr1236","N Australia","0","0","1",-14.2515,126.562
"Lotha Naga","loth1237","sino1245","Southeast Asia","1","1","0",26.01396,94.04355
"Malinaltepec Me'phaa","mali1285","otom1299","Mesoamerica","0","0","0",17.2122,-98.6322
"Mara Chin","mara1382","sino1245","Indic","1","1","1",22.1138,93.0387
"Minica Huitoto","mini1256","huit1251","NE South America","1","1","0",-1.54535,-73.1107
"Motu","motu1246","aust1307","S New Guinea","0","1","1",-9.67492,147.424
"Negidal","negi1245","tung1282","N Coast Asia","1","1","1",52.96584,139.20575
"Nsenga","nsen1242","atla1278","S Africa","0","0","1",-15.3946,31.3544
"Ghaap-Kalahari","nuuu1241","tuuu1241","S Africa","0","0","0",-29.7054,19.0841
"Nyam","nyam1285","afro1255","African Savannah","0","0","0",9.18024,10.83652
"Ofayé","ofay1240","nucl1710","NE South America","0","1","0",-22.278,-53.7227
